topology,instance_seed,n_requests,calibration,sampler,reads,sweeps,solver_seed,independent_reads,n_samples,n_distinct_samples,raw_feasible_rate,any_raw_feasible,repaired_gap_pct
chain10_c6,17,24,resource_aware_per,sa,10,10000,101,True,10,10,0.5,1.0,35.742682141749285
chain10_c6,17,24,resource_aware_per,sa,10,10000,202,True,10,10,0.6,1.0,54.205517800664275
chain10_c6,17,24,resource_aware_per,sa,10,default,101,True,10,10,0.4,1.0,61.36062841110536
chain10_c6,17,24,resource_aware_per,sa,10,default,202,True,10,10,0.6,1.0,49.965039185815755
chain10_c6,17,24,resource_aware_per,sa,100,default,101,True,100,100,0.55,1.0,35.1175150369219
chain10_c6,17,24,resource_aware_per,sa,100,default,202,True,100,100,0.57,1.0,23.9702249598926
chain10_c6,18,8,conventional,sa,10,10000,101,True,10,10,0.2,1.0,51.104111219434365
chain10_c6,18,8,conventional,sa,10,10000,202,True,10,10,0.5,1.0,0.0
chain10_c6,18,8,conventional,sa,10,default,101,True,10,10,0.1,1.0,44.44734827240178
chain10_c6,18,8,conventional,sa,10,default,202,True,10,10,0.3,1.0,0.0
chain10_c6,18,8,conventional,sa,100,default,101,True,100,99,0.23,1.0,4.4057105072641525
chain10_c6,18,8,conventional,sa,100,default,202,True,100,96,0.21,1.0,0.0
chain10_c6,18,8,resource_aware_per,sa,10,10000,101,True,10,10,0.1,1.0,16.16466179936369
chain10_c6,18,8,resource_aware_per,sa,10,10000,202,True,10,10,0.5,1.0,14.185123118025963
chain10_c6,18,8,resource_aware_per,sa,10,default,101,True,10,10,0.0,0.0,60.91461073402221
chain10_c6,18,8,resource_aware_per,sa,10,default,202,True,10,10,0.5,1.0,14.185123118025963
chain10_c6,18,8,resource_aware_per,sa,100,default,101,True,100,100,0.27,1.0,0.0
chain10_c6,18,8,resource_aware_per,sa,100,default,202,True,100,100,0.28,1.0,4.4057105072641525
chain10_c6,18,16,conventional,sa,10,10000,101,True,10,10,0.1,1.0,42.586461052961155
chain10_c6,18,16,conventional,sa,10,10000,202,True,10,10,0.0,0.0,51.41016654626384
chain10_c6,18,16,conventional,sa,10,default,101,True,10,10,0.0,0.0,40.875849633248045
chain10_c6,18,16,conventional,sa,10,default,202,True,10,10,0.0,0.0,60.96412651833731
chain10_c6,18,16,conventional,sa,100,default,101,True,100,95,0.04,1.0,32.01126674109442
chain10_c6,18,16,conventional,sa,100,default,202,True,100,99,0.01,1.0,31.536897469794216
chain10_c6,18,16,resource_aware_per,sa,10,10000,101,True,10,10,0.7,1.0,29.97529346787939
chain10_c6,18,16,resource_aware_per,sa,10,10000,202,True,10,10,0.2,1.0,32.006659479620055
chain10_c6,18,16,resource_aware_per,sa,10,default,101,True,10,10,0.7,1.0,40.861721009817735
chain10_c6,18,16,resource_aware_per,sa,10,default,202,True,10,10,0.2,1.0,38.909440520065424
chain10_c6,18,16,resource_aware_per,sa,100,default,101,True,100,100,0.38,1.0,19.66972603312065
chain10_c6,18,16,resource_aware_per,sa,100,default,202,True,100,100,0.29,1.0,21.224339051641955
chain10_c6,18,24,conventional,sa,10,10000,101,True,10,10,0.1,1.0,47.543548890547676
chain10_c6,18,24,conventional,sa,10,10000,202,True,10,10,0.1,1.0,62.52123992909641
chain10_c6,18,24,conventional,sa,10,default,101,True,10,10,0.3,1.0,56.616029584097234
chain10_c6,18,24,conventional,sa,10,default,202,True,10,10,0.1,1.0,52.45648930089723
chain10_c6,18,24,conventional,sa,100,default,101,True,100,97,0.06,1.0,50.9255553025168
chain10_c6,18,24,conventional,sa,100,default,202,True,100,99,0.03,1.0,28.93615517484232
chain10_c6,18,24,resource_aware_per,sa,10,10000,101,True,10,10,0.3,1.0,20.457585112545456
chain10_c6,18,24,resource_aware_per,sa,10,10000,202,True,10,10,0.5,1.0,41.97884913841612
chain10_c6,18,24,resource_aware_per,sa,10,default,101,True,10,10,0.4,1.0,26.641029249645378
chain10_c6,18,24,resource_aware_per,sa,10,default,202,True,10,10,0.7,1.0,31.472720392081122
chain10_c6,18,24,resource_aware_per,sa,100,default,101,True,100,100,0.44,1.0,26.641029249645378
chain10_c6,18,24,resource_aware_per,sa,100,default,202,True,100,100,0.44,1.0,25.464336538289146
chain10_c6,19,8,conventional,sa,10,10000,101,True,10,9,0.0,0.0,30.985295371881545
chain10_c6,19,8,conventional,sa,10,10000,202,True,10,10,0.2,1.0,48.750634937293825
chain10_c6,19,8,conventional,sa,10,default,101,True,10,9,0.0,0.0,30.985295371881545
chain10_c6,19,8,conventional,sa,10,default,202,True,10,10,0.2,1.0,48.750634937293825
chain10_c6,19,8,conventional,sa,100,default,101,True,100,89,0.19,1.0,-1.688084189818799e-14
chain10_c6,19,8,conventional,sa,100,default,202,True,100,87,0.16,1.0,-1.688084189818799e-14
chain10_c6,19,8,resource_aware_per,sa,10,10000,101,True,10,10,0.1,1.0,30.985295371881545
chain10_c6,19,8,resource_aware_per,sa,10,10000,202,True,10,10,0.2,1.0,30.985295371881545
chain10_c6,19,8,resource_aware_per,sa,10,default,101,True,10,10,0.1,1.0,35.98333391927672
chain10_c6,19,8,resource_aware_per,sa,10,default,202,True,10,10,0.2,1.0,53.74867348468897
chain10_c6,19,8,resource_aware_per,sa,100,default,101,True,100,100,0.19,1.0,-1.688084189818799e-14
chain10_c6,19,8,resource_aware_per,sa,100,default,202,True,100,100,0.18,1.0,-1.688084189818799e-14
chain10_c6,19,16,conventional,sa,10,10000,101,True,10,10,0.0,0.0,47.29984439656879
chain10_c6,19,16,conventional,sa,10,10000,202,True,10,10,0.2,1.0,42.901291283530334
chain10_c6,19,16,conventional,sa,10,default,101,True,10,10,0.0,0.0,47.29984439656879
chain10_c6,19,16,conventional,sa,10,default,202,True,10,10,0.1,1.0,42.901291283530334
chain10_c6,19,16,conventional,sa,100,default,101,True,100,90,0.06,1.0,18.7824657325807
chain10_c6,19,16,conventional,sa,100,default,202,True,100,93,0.06,1.0,26.767132222121035
chain10_c6,19,16,resource_aware_per,sa,10,10000,101,True,10,10,0.2,1.0,49.48144856825245
chain10_c6,19,16,resource_aware_per,sa,10,10000,202,True,10,10,0.5,1.0,39.923114086302995
chain10_c6,19,16,resource_aware_per,sa,10,default,101,True,10,10,0.1,1.0,48.74579516697798
chain10_c6,19,16,resource_aware_per,sa,10,default,202,True,10,10,0.2,1.0,45.148377928914364
chain10_c6,19,16,resource_aware_per,sa,100,default,101,True,100,100,0.29,1.0,18.29910824748215
chain10_c6,19,16,resource_aware_per,sa,100,default,202,True,100,100,0.2,1.0,29.92228032156949
chain10_c6,19,24,conventional,sa,10,10000,101,True,10,10,0.1,1.0,32.95858671831026
chain10_c6,19,24,conventional,sa,10,10000,202,True,10,10,0.1,1.0,53.00756394339994
chain10_c6,19,24,conventional,sa,10,default,101,True,10,10,0.3,1.0,32.95858671831026
chain10_c6,19,24,conventional,sa,10,default,202,True,10,10,0.0,0.0,52.9731657434319
chain10_c6,19,24,conventional,sa,100,default,101,True,100,73,0.09,1.0,27.99000232644733
chain10_c6,19,24,conventional,sa,100,default,202,True,100,76,0.02,1.0,32.95858671831026
chain10_c6,19,24,resource_aware_per,sa,10,10000,101,True,10,10,0.5,1.0,28.67741704927095
chain10_c6,19,24,resource_aware_per,sa,10,10000,202,True,10,10,0.5,1.0,33.2519445734666
chain10_c6,19,24,resource_aware_per,sa,10,default,101,True,10,10,0.2,1.0,44.498433826861095
chain10_c6,19,24,resource_aware_per,sa,10,default,202,True,10,10,0.3,1.0,30.2752272084594
chain10_c6,19,24,resource_aware_per,sa,100,default,101,True,100,100,0.35,1.0,25.135925056434083
chain10_c6,19,24,resource_aware_per,sa,100,default,202,True,100,100,0.45,1.0,10.782906104224297
chain10_c6,20,8,conventional,sa,10,10000,101,True,10,10,0.1,1.0,0.0
chain10_c6,20,8,conventional,sa,10,10000,202,True,10,10,0.1,1.0,0.0
chain10_c6,20,8,conventional,sa,10,default,101,True,10,10,0.1,1.0,18.981995917482767
chain10_c6,20,8,conventional,sa,10,default,202,True,10,10,0.1,1.0,0.0
chain10_c6,20,8,conventional,sa,100,default,101,True,100,97,0.32,1.0,18.981995917482767
chain10_c6,20,8,conventional,sa,100,default,202,True,100,98,0.42,1.0,0.0
chain10_c6,20,8,resource_aware_per,sa,10,10000,101,True,10,10,0.2,1.0,11.576512608212548
chain10_c6,20,8,resource_aware_per,sa,10,10000,202,True,10,10,0.5,1.0,39.75004226082947
chain10_c6,20,8,resource_aware_per,sa,10,default,101,True,10,10,0.2,1.0,11.576512608212548
chain10_c6,20,8,resource_aware_per,sa,10,default,202,True,10,10,0.4,1.0,11.576512608212548
chain10_c6,20,8,resource_aware_per,sa,100,default,101,True,100,100,0.35,1.0,11.576512608212548
chain10_c6,20,8,resource_aware_per,sa,100,default,202,True,100,100,0.31,1.0,10.837665669202545
chain10_c6,20,16,conventional,sa,10,10000,101,True,10,9,0.1,1.0,58.991701569972676
chain10_c6,20,16,conventional,sa,10,10000,202,True,10,10,0.2,1.0,58.51130191599864
chain10_c6,20,16,conventional,sa,10,default,101,True,10,9,0.1,1.0,67.3421911426695
chain10_c6,20,16,conventional,sa,10,default,202,True,10,10,0.1,1.0,56.11632119273762
chain10_c6,20,16,conventional,sa,100,default,101,True,100,86,0.08,1.0,39.19318826113417
chain10_c6,20,16,conventional,sa,100,default,202,True,100,94,0.1,1.0,23.913318800162227
chain10_c6,20,16,resource_aware_per,sa,10,10000,101,True,10,10,0.6,1.0,24.433446269803
chain10_c6,20,16,resource_aware_per,sa,10,10000,202,True,10,10,0.8,1.0,29.108895110771954
chain10_c6,20,16,resource_aware_per,sa,10,default,101,True,10,10,0.4,1.0,13.952222625843502
chain10_c6,20,16,resource_aware_per,sa,10,default,202,True,10,10,0.6,1.0,29.108895110771954
chain10_c6,20,16,resource_aware_per,sa,100,default,101,True,100,100,0.55,1.0,13.952222625843502
chain10_c6,20,16,resource_aware_per,sa,100,default,202,True,100,100,0.66,1.0,19.113199893015565
chain10_c6,20,24,conventional,sa,10,10000,101,True,10,10,0.0,0.0,43.49135239835326
chain10_c6,20,24,conventional,sa,10,10000,202,True,10,10,0.1,1.0,48.43856840904698
chain10_c6,20,24,conventional,sa,10,default,101,True,10,10,0.0,0.0,43.49135239835326
chain10_c6,20,24,conventional,sa,10,default,202,True,10,10,0.1,1.0,49.290835420699175
chain10_c6,20,24,conventional,sa,100,default,101,True,100,98,0.03,1.0,19.716205168398385
chain10_c6,20,24,conventional,sa,100,default,202,True,100,94,0.11,1.0,26.0887394504876
chain10_c6,20,24,resource_aware_per,sa,10,10000,101,True,10,10,0.2,1.0,15.836635972706667
chain10_c6,20,24,resource_aware_per,sa,10,10000,202,True,10,10,0.0,0.0,66.57572920287649
chain10_c6,20,24,resource_aware_per,sa,10,default,101,True,10,10,0.2,1.0,19.727505706976995
chain10_c6,20,24,resource_aware_per,sa,10,default,202,True,10,10,0.0,0.0,66.57572920287649
chain10_c6,20,24,resource_aware_per,sa,100,default,101,True,100,98,0.13,1.0,12.015254562689963
chain10_c6,20,24,resource_aware_per,sa,100,default,202,True,100,100,0.07,1.0,18.216572231788025
chain10_c6,21,8,conventional,sa,10,10000,101,True,10,10,0.6,1.0,58.57623443142501
chain10_c6,21,8,conventional,sa,10,10000,202,True,10,10,0.7,1.0,28.19216272170318
chain10_c6,21,8,conventional,sa,10,default,101,True,10,10,0.1,1.0,41.10203696496315
chain10_c6,21,8,conventional,sa,10,default,202,True,10,10,0.4,1.0,41.10203696496315
chain10_c6,21,8,conventional,sa,100,default,101,True,100,95,0.46,1.0,-1.247964476476472e-14
chain10_c6,21,8,conventional,sa,100,default,202,True,100,98,0.48,1.0,-1.247964476476472e-14
chain10_c6,21,8,resource_aware_per,sa,10,10000,101,True,10,10,0.2,1.0,21.690954615207662
chain10_c6,21,8,resource_aware_per,sa,10,10000,202,True,10,10,0.7,1.0,80.26718904663268
chain10_c6,21,8,resource_aware_per,sa,10,default,101,True,10,10,0.2,1.0,21.690954615207662
chain10_c6,21,8,resource_aware_per,sa,10,default,202,True,10,10,0.7,1.0,80.26718904663268
chain10_c6,21,8,resource_aware_per,sa,100,default,101,True,100,100,0.66,1.0,5.793949296009054
chain10_c6,21,8,resource_aware_per,sa,100,default,202,True,100,100,0.8,1.0,21.690954615207662
chain10_c6,21,16,conventional,sa,10,10000,101,True,10,8,0.0,0.0,36.891817544732845
chain10_c6,21,16,conventional,sa,10,10000,202,True,10,10,0.0,0.0,68.52065872077776
chain10_c6,21,16,conventional,sa,10,default,101,True,10,8,0.0,0.0,45.892571165882046
chain10_c6,21,16,conventional,sa,10,default,202,True,10,10,0.0,0.0,68.52065872077776
chain10_c6,21,16,conventional,sa,100,default,101,True,100,92,0.01,1.0,28.536919251318185
chain10_c6,21,16,conventional,sa,100,default,202,True,100,86,0.03,1.0,26.931239776190885
chain10_c6,21,16,resource_aware_per,sa,10,10000,101,True,10,10,0.3,1.0,20.175857655151926
chain10_c6,21,16,resource_aware_per,sa,10,10000,202,True,10,10,0.4,1.0,53.64084597805914
chain10_c6,21,16,resource_aware_per,sa,10,default,101,True,10,10,0.4,1.0,38.98465608179761
chain10_c6,21,16,resource_aware_per,sa,10,default,202,True,10,10,0.2,1.0,53.64084597805914
chain10_c6,21,16,resource_aware_per,sa,100,default,101,True,100,100,0.33,1.0,29.021250044230356
chain10_c6,21,16,resource_aware_per,sa,100,default,202,True,100,100,0.35,1.0,37.3908022815697
chain10_c6,21,24,conventional,sa,10,10000,101,True,10,10,0.1,1.0,72.3414915885384
chain10_c6,21,24,conventional,sa,10,10000,202,True,10,10,0.0,0.0,72.42327084333859
chain10_c6,21,24,conventional,sa,10,default,101,True,10,10,0.0,0.0,65.98706765954638
chain10_c6,21,24,conventional,sa,10,default,202,True,10,10,0.0,0.0,72.42327084333859
chain10_c6,21,24,conventional,sa,100,default,101,True,100,84,0.02,1.0,60.39264043953269
chain10_c6,21,24,conventional,sa,100,default,202,True,100,92,0.03,1.0,33.57657757897148
chain10_c6,21,24,resource_aware_per,sa,10,10000,101,True,10,10,0.6,1.0,35.97354222933663
chain10_c6,21,24,resource_aware_per,sa,10,10000,202,True,10,10,0.4,1.0,50.63622578049689
chain10_c6,21,24,resource_aware_per,sa,10,default,101,True,10,10,0.4,1.0,53.41424277228378
chain10_c6,21,24,resource_aware_per,sa,10,default,202,True,10,10,0.5,1.0,60.480544896662124
chain10_c6,21,24,resource_aware_per,sa,100,default,101,True,100,100,0.39,1.0,39.62382054587309
chain10_c6,21,24,resource_aware_per,sa,100,default,202,True,100,100,0.53,1.0,38.00376051179788
chain10_c6,22,8,conventional,sa,10,10000,101,True,10,10,0.7,1.0,13.915274106309951
chain10_c6,22,8,conventional,sa,10,10000,202,True,10,9,0.6,1.0,10.384817491520211
chain10_c6,22,8,conventional,sa,10,default,101,True,10,10,0.6,1.0,27.454750019563793
chain10_c6,22,8,conventional,sa,10,default,202,True,10,9,0.5,1.0,10.384817491520211
chain10_c6,22,8,conventional,sa,100,default,101,True,100,94,0.45,1.0,0.0
chain10_c6,22,8,conventional,sa,100,default,202,True,100,86,0.45,1.0,0.0
chain10_c6,22,8,resource_aware_per,sa,10,10000,101,True,10,10,0.3,1.0,0.0
chain10_c6,22,8,resource_aware_per,sa,10,10000,202,True,10,10,0.5,1.0,9.435023242749015
chain10_c6,22,8,resource_aware_per,sa,10,default,101,True,10,10,0.3,1.0,0.0
chain10_c6,22,8,resource_aware_per,sa,10,default,202,True,10,10,0.5,1.0,9.435023242749015
chain10_c6,22,8,resource_aware_per,sa,100,default,101,True,100,100,0.51,1.0,0.0
chain10_c6,22,8,resource_aware_per,sa,100,default,202,True,100,100,0.51,1.0,0.0
chain10_c6,22,16,conventional,sa,10,10000,101,True,10,10,0.1,1.0,47.080051343950615
chain10_c6,22,16,conventional,sa,10,10000,202,True,10,10,0.1,1.0,35.776991082761334
chain10_c6,22,16,conventional,sa,10,default,101,True,10,10,0.1,1.0,47.080051343950615
chain10_c6,22,16,conventional,sa,10,default,202,True,10,10,0.0,0.0,41.253442315310664
chain10_c6,22,16,conventional,sa,100,default,101,True,100,86,0.11,1.0,35.42527889898102
chain10_c6,22,16,conventional,sa,100,default,202,True,100,88,0.07,1.0,24.907647053617573
chain10_c6,22,16,resource_aware_per,sa,10,10000,101,True,10,10,0.7,1.0,36.102003633302175
chain10_c6,22,16,resource_aware_per,sa,10,10000,202,True,10,10,0.7,1.0,24.95615418164352
chain10_c6,22,16,resource_aware_per,sa,10,default,101,True,10,10,0.5,1.0,31.484945805968252
chain10_c6,22,16,resource_aware_per,sa,10,default,202,True,10,10,0.5,1.0,46.00543339580582
chain10_c6,22,16,resource_aware_per,sa,100,default,101,True,100,99,0.48,1.0,10.946651408714226
chain10_c6,22,16,resource_aware_per,sa,100,default,202,True,100,100,0.34,1.0,27.02753354935317
chain10_c6,22,24,conventional,sa,10,10000,101,True,10,9,0.3,1.0,70.54239491585973
chain10_c6,22,24,conventional,sa,10,10000,202,True,10,9,0.1,1.0,65.19663754906749
chain10_c6,22,24,conventional,sa,10,default,101,True,10,9,0.2,1.0,70.54239491585973
chain10_c6,22,24,conventional,sa,10,default,202,True,10,9,0.0,0.0,66.58573406482343
chain10_c6,22,24,conventional,sa,100,default,101,True,100,70,0.1,1.0,59.770960167637114
chain10_c6,22,24,conventional,sa,100,default,202,True,100,72,0.04,1.0,59.70439445716465
chain10_c6,22,24,resource_aware_per,sa,10,10000,101,True,10,10,0.8,1.0,24.254247089323055
chain10_c6,22,24,resource_aware_per,sa,10,10000,202,True,10,10,0.6,1.0,49.74767076309967
chain10_c6,22,24,resource_aware_per,sa,10,default,101,True,10,10,0.5,1.0,49.04383692434177
chain10_c6,22,24,resource_aware_per,sa,10,default,202,True,10,10,0.4,1.0,49.91741919608734
chain10_c6,22,24,resource_aware_per,sa,100,default,101,True,100,100,0.46,1.0,30.744518058450392
chain10_c6,22,24,resource_aware_per,sa,100,default,202,True,100,99,0.54,1.0,24.10379337712453
chain10_c6,23,8,conventional,sa,10,10000,101,True,10,10,0.0,0.0,39.37263579258464
chain10_c6,23,8,conventional,sa,10,10000,202,True,10,10,0.2,1.0,37.96263177892098
chain10_c6,23,8,conventional,sa,10,default,101,True,10,9,0.0,0.0,39.37263579258464
chain10_c6,23,8,conventional,sa,10,default,202,True,10,10,0.0,0.0,25.148511437735003
chain10_c6,23,8,conventional,sa,100,default,101,True,100,94,0.16,1.0,10.572953252006362
chain10_c6,23,8,conventional,sa,100,default,202,True,100,100,0.15,1.0,19.05888146822277
chain10_c6,23,8,resource_aware_per,sa,10,10000,101,True,10,10,0.2,1.0,23.06148640194503
chain10_c6,23,8,resource_aware_per,sa,10,10000,202,True,10,10,0.3,1.0,17.64887745455911
chain10_c6,23,8,resource_aware_per,sa,10,default,101,True,10,10,0.1,1.0,24.826595329443048
chain10_c6,23,8,resource_aware_per,sa,10,default,202,True,10,10,0.3,1.0,22.73957029365307
chain10_c6,23,8,resource_aware_per,sa,100,default,101,True,100,100,0.21,1.0,24.826595329443048
chain10_c6,23,8,resource_aware_per,sa,100,default,202,True,100,100,0.3,1.0,17.33448793559125
chain10_c6,23,16,conventional,sa,10,10000,101,True,10,10,0.0,0.0,45.224489210146466
chain10_c6,23,16,conventional,sa,10,10000,202,True,10,10,0.0,0.0,18.205349932820404
chain10_c6,23,16,conventional,sa,10,default,101,True,10,10,0.0,0.0,54.30073603422432
chain10_c6,23,16,conventional,sa,10,default,202,True,10,10,0.0,0.0,18.205349932820404
chain10_c6,23,16,conventional,sa,100,default,101,True,100,80,0.02,1.0,18.467621850750316
chain10_c6,23,16,conventional,sa,100,default,202,True,100,81,0.01,1.0,18.205349932820404
chain10_c6,23,16,resource_aware_per,sa,10,10000,101,True,10,10,0.4,1.0,39.21846093531072
chain10_c6,23,16,resource_aware_per,sa,10,10000,202,True,10,10,0.3,1.0,18.360231895667695
chain10_c6,23,16,resource_aware_per,sa,10,default,101,True,10,10,0.1,1.0,16.830656029852047
chain10_c6,23,16,resource_aware_per,sa,10,default,202,True,10,10,0.3,1.0,40.45054036436197
chain10_c6,23,16,resource_aware_per,sa,100,default,101,True,100,100,0.2,1.0,16.830656029852047
chain10_c6,23,16,resource_aware_per,sa,100,default,202,True,100,100,0.26,1.0,32.07180784238106
chain10_c6,23,24,conventional,sa,10,10000,101,True,10,10,0.1,1.0,43.54728689352329
chain10_c6,23,24,conventional,sa,10,10000,202,True,10,10,0.3,1.0,55.54355630622988
chain10_c6,23,24,conventional,sa,10,default,101,True,10,10,0.1,1.0,41.43952015180002
chain10_c6,23,24,conventional,sa,10,default,202,True,10,10,0.2,1.0,55.817439864078196
chain10_c6,23,24,conventional,sa,100,default,101,True,100,78,0.18,1.0,41.43952015180002
chain10_c6,23,24,conventional,sa,100,default,202,True,100,83,0.15,1.0,40.996605963600096
chain10_c6,23,24,resource_aware_per,sa,10,10000,101,True,10,10,0.7,1.0,31.377816167597015
chain10_c6,23,24,resource_aware_per,sa,10,10000,202,True,10,10,0.4,1.0,32.40724595127784
chain10_c6,23,24,resource_aware_per,sa,10,default,101,True,10,10,0.3,1.0,41.04617115323514
chain10_c6,23,24,resource_aware_per,sa,10,default,202,True,10,10,0.2,1.0,40.25867156993978
chain10_c6,23,24,resource_aware_per,sa,100,default,101,True,100,100,0.29,1.0,16.47106074051512
chain10_c6,23,24,resource_aware_per,sa,100,default,202,True,100,100,0.28,1.0,19.88111346059673
chain10_c6,24,8,conventional,sa,10,10000,101,True,10,8,0.3,1.0,39.10068067109464
chain10_c6,24,8,conventional,sa,10,10000,202,True,10,10,0.3,1.0,28.778190259091172
chain10_c6,24,8,conventional,sa,10,default,101,True,10,8,0.3,1.0,39.10068067109464
chain10_c6,24,8,conventional,sa,10,default,202,True,10,10,0.1,1.0,27.354685130267423
chain10_c6,24,8,conventional,sa,100,default,101,True,100,85,0.14,1.0,21.261370669596822
chain10_c6,24,8,conventional,sa,100,default,202,True,100,87,0.13,1.0,24.22545581780876
